,Store_Years_Open,Missed_Payments_12mo,Missed_Payments_6mo,Missed_Payments_3mo,Initial_Fee_Paid,Initial_Fee_Remaining,Royalty_Paid_Expected,Royalty_Paid_Actual,Marketing_Paid_Expected,Marketing_Paid_Actual,Min_Royalty_Biweekly,Missed_Marketing_Payment_Streak,total,Brand_Benjamin_Franklin,Brand_Mister_Sparky,Brand_One_Hour,State_CA,State_FL,State_GA,State_MD,State_NC,State_NY,State_SC,State_TX,State_VA,State_WA,Initial_Fee_On_Schedule_No,Initial_Fee_On_Schedule_Yes
0,-0.6441964306935337,0.38211761082505386,0.042750660556247135,0.6865630479940564,-1.180414809975148,0.4207445350899108,1.4468180490883147,-0.9434696835300915,-1.577278275741943,0.626815585567301,0.0,0.022425393691200685,0.592158795354201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.6082386416614791,-0.4003757901818824,2.094782367256111,-0.6957786593765269,-0.11545891373122999,-0.7012408918165179,1.4383496654662598,0.2945763498462003,-0.40731238594441344,1.5554312678892284,0.0,-1.3939152604898923,0.592158795354201,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,-0.6441964306935337,1.1646110118319901,-0.983265192793685,0.6865630479940564,0.30393719576374184,2.6647153889027684,-1.7288258091822701,2.4169409784912723,0.2399870918776804,-0.920877218302578,0.0,-0.6857449333993457,0.592158795354201,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,-0.6441964306935337,1.9471044128389263,0.042750660556247135,-0.6957786593765269,-1.4606286828482464,-0.7012408918165179,-1.356040505153062,-0.8845151105121729,-0.7747277823709775,1.5554312678892284,0.0,-0.6857449333993457,1.168936842777124,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,-0.8694399379290351,-0.4003757901818824,-0.983265192793685,2.0689047553646396,-1.142770578809952,-0.7012408918165179,-1.523291081688646,-0.8845151105121729,-1.124853042495115,-1.075646498689566,0.0,-1.3939152604898923,0.015380747931278046,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,-0.6441964306935337,-0.4003757901818824,0.042750660556247135,-0.6957786593765269,0.24445811736168113,-0.7012408918165179,-1.3809163820428483,0.2945763498462003,-1.4980318176891547,1.5554312678892284,0.0,0.7305957207817472,-0.561397299491645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,-1.0946834451645362,0.38211761082505386,0.042750660556247135,-0.6957786593765269,-1.7150106189629775,-0.7012408918165179,1.284860212316515,0.2945763498462003,-1.632750796378895,-0.920877218302578,0.0,-1.3939152604898923,0.015380747931278046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7,0.9325081199549753,0.38211761082505386,-0.983265192793685,2.0689047553646396,-0.6079957956644431,-0.7012408918165179,-0.6247602944568634,0.2945763498462003,0.1560578885763182,0.626815585567301,0.0,-0.6857449333993457,0.592158795354201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,-1.545170459635539,-0.4003757901818824,-0.983265192793685,-0.6957786593765269,-1.3825959501001066,0.4207445350899108,1.1107290740880111,-0.8845151105121729,-0.5186176383912844,-0.3018000967546264,0.0,0.7305957207817472,-1.138175346914568,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,-0.6441964306935337,0.38211761082505386,3.1207982206060434,-0.6957786593765269,0.5546799906723289,1.5427299619963395,1.5532021183403792,-0.8845151105121729,0.7129443619836399,0.626815585567301,0.0,0.022425393691200685,1.745714890200047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
